id,latitude,longitude,scientific_name,common_name
177382199,34.2941815364,-118.7581057784,Canis latrans,Coyote
179027760,34.320043386,-118.6660564598,Canis latrans,Coyote
180221158,34.0269614144,-118.6709054816,Canis latrans,Coyote
180221188,34.0839039462,-118.6176828361,Canis latrans,Coyote
180221233,34.2059002044,-118.7327847593,Canis latrans,Coyote
181823439,34.1847504946,-118.67345933,Canis latrans,Coyote
183119783,34.2044768492,-118.6783402119,Canis latrans,Coyote
184600993,34.179569179,-118.9877586816,Canis latrans,Coyote
186329702,34.450302267,-119.2894985796,Canis latrans,Coyote
188556652,34.2266760337,-118.8112362458,Canis latrans,Coyote
188556662,34.2266760337,-118.8112362458,Canis latrans,Coyote
188556667,34.2266760337,-118.8112362458,Canis latrans,Coyote
190146289,34.0282119273,-119.1401587029,Canis latrans,Coyote
190206302,34.6956283333,-119.3278366667,Canis latrans,Coyote
192587415,34.4503271532,-119.2891050088,Canis latrans,Coyote
192609443,34.1532468914,-118.817472787,Canis latrans,Coyote
192686165,34.1932851523,-118.9053565264,Canis latrans,Coyote
192689632,34.153,-118.9774866667,Canis latrans,Coyote
192693460,34.2797510829,-118.6722734065,Canis latrans,Coyote
