Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted (Y/N),Current Employment,Benchmark
County,Ventura County,1990,January,01/1/1990,43400089,          Transportation and Warehousing,N,3700,2024
County,Ventura County,1990,January,01/1/1990,55000000,      Financial Activities,N,11600,2024
County,Ventura County,1990,January,01/1/1990,90920000,State Government,N,3500,2024
County,Ventura County,1990,January,01/1/1990,90939012,County Government,N,6600,2024
County,Ventura County,1990,January,01/1/1990,90932994,Special Districts plus Tribes,N,1500,2024
County,Ventura County,1990,January,01/1/1990,90930000,Local Government,N,27300,2024
County,Ventura County,1990,January,01/1/1990,90939022,City Government,N,3600,2024
County,Ventura County,1990,January,01/1/1990,90921611,State Government Educational Services,N,500,2024
County,Ventura County,1990,January,01/1/1990,90922000,State Government Excluding Education,N,3000,2024
County,Ventura County,1990,January,01/1/1990,90931611,Local Government Educational Services,N,15600,2024
County,Ventura County,1990,January,01/1/1990,90932000,Local Government excluding Educational Services,N,11700,2024
County,Ventura County,1990,January,01/1/1990,0,Total Nonfarm,Y,229900,2024
County,Ventura County,1990,February,02/1/1990,7000000,Service-Providing,N,175300,2024
County,Ventura County,1990,February,02/1/1990,40000000,"Trade, Transportation, and Utilities",N,40300,2024
County,Ventura County,1990,February,02/1/1990,41000000,Wholesale Trade,N,7500,2024
County,Ventura County,1990,February,02/1/1990,15000000,"     Mining, Logging and Construction",N,19300,2024
County,Ventura County,1990,February,02/1/1990,32000000,Non-durable Goods,N,6200,2024
County,Ventura County,1990,February,02/1/1990,8000000,Private Service Providing,N,131500,2024
County,Ventura County,1990,February,02/1/1990,32325000,Chemical Manufacturing,N,600,2024
County,Ventura County,1990,February,02/1/1990,20238000,Specialty Trade Contractors,N,10400,2024
County,Ventura County,1990,February,02/1/1990,20000000,Construction,N,17500,2024
County,Ventura County,1990,February,02/1/1990,31000000,Durable Goods,N,27000,2024
County,Ventura County,1990,February,02/1/1990,31334000,          Computer and Electronic Product Manufacturing,N,9100,2024
County,Ventura County,1990,February,02/1/1990,10000000,      Mining and Logging,N,1800,2024
County,Ventura County,1990,February,02/1/1990,30000000,Manufacturing,N,33200,2024
County,Ventura County,1990,February,02/1/1990,0,Total Nonfarm,Y,230000,2024
County,Ventura County,1990,February,02/1/1990,5000000,Total Private,N,184000,2024
County,Ventura County,1990,February,02/1/1990,0,Total Nonfarm,N,227800,2024
County,Ventura County,1990,February,02/1/1990,60560000,Administrative and Support and Waste and Remediation Services,N,12800,2024
County,Ventura County,1990,February,02/1/1990,1000000,"Total, All Industries",N,243500,2024
County,Ventura County,1990,February,02/1/1990,11000000,Total Farm,N,15700,2024
County,Ventura County,1990,February,02/1/1990,60550000,Management of Companies and Enterprises,N,2700,2024
County,Ventura County,1990,February,02/1/1990,60561300,Employment Services,N,5300,2024
County,Ventura County,1990,February,02/1/1990,65000000,      Private Education and Health Services,N,17300,2024
County,Ventura County,1990,February,02/1/1990,90919110,Department of Defense,N,9500,2024
County,Ventura County,1990,February,02/1/1990,6000000,Goods Producing,N,52500,2024
County,Ventura County,1990,February,02/1/1990,70000000,      Leisure and Hospitality,N,20000,2024
County,Ventura County,1990,February,02/1/1990,90940000,Total State and Local Government,N,31600,2024
County,Ventura County,1990,February,02/1/1990,70720000,        Accommodation and Food Services,N,17400,2024
County,Ventura County,1990,February,02/1/1990,90000000,Government,N,43800,2024
County,Ventura County,1990,February,02/1/1990,90912991,          Federal Government excluding Department of Defense,N,2700,2024
County,Ventura County,1990,February,02/1/1990,90910000,Federal Government,N,12200,2024
County,Ventura County,1990,February,02/1/1990,80000000,Other Services,N,7300,2024
County,Ventura County,1990,February,02/1/1990,60561000,          Administrative and Support Services,N,12400,2024
County,Ventura County,1990,February,02/1/1990,90930000,Local Government,N,28100,2024
County,Ventura County,1990,February,02/1/1990,90939022,City Government,N,3600,2024
County,Ventura County,1990,February,02/1/1990,90931611,Local Government Educational Services,N,16300,2024
County,Ventura County,1990,February,02/1/1990,90922000,State Government Excluding Education,N,3000,2024
County,Ventura County,1990,February,02/1/1990,90921611,State Government Educational Services,N,500,2024
County,Ventura County,1990,February,02/1/1990,43000000,"        Transportation, Warehousing, and Utilities",N,4700,2024
County,Ventura County,1990,February,02/1/1990,42445000,          Food and Beverage Retailers,N,5400,2024
County,Ventura County,1990,February,02/1/1990,42455000,General Merchandise Retailers,N,5300,2024
County,Ventura County,1990,February,02/1/1990,43400089,          Transportation and Warehousing,N,3700,2024
County,Ventura County,1990,February,02/1/1990,55000000,      Financial Activities,N,12300,2024
County,Ventura County,1990,February,02/1/1990,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4000,2024
County,Ventura County,1990,February,02/1/1990,55524000,          Insurance Carriers and Related Activities,N,3400,2024
County,Ventura County,1990,February,02/1/1990,60000000,      Professional and Business Services,N,26600,2024
County,Ventura County,1990,February,02/1/1990,42000000,Retail Trade,N,28100,2024
County,Ventura County,1990,February,02/1/1990,55530000,Real Estate and Rental and Leasing,N,4500,2024
County,Ventura County,1990,February,02/1/1990,60540000,"        Professional, Scientific, and Technical Services",N,11100,2024
County,Ventura County,1990,February,02/1/1990,50000000,      Information,N,7700,2024
County,Ventura County,1990,February,02/1/1990,55520000,        Finance and Insurance,N,7800,2024
County,Ventura County,1990,February,02/1/1990,90932994,Special Districts plus Tribes,N,1500,2024
County,Ventura County,1990,February,02/1/1990,90920000,State Government,N,3500,2024
County,Ventura County,1990,February,02/1/1990,90939012,County Government,N,6700,2024
County,Ventura County,1990,March,03/1/1990,40000000,"Trade, Transportation, and Utilities",N,40400,2024
County,Ventura County,1990,March,03/1/1990,7000000,Service-Providing,N,176500,2024
County,Ventura County,1990,March,03/1/1990,41000000,Wholesale Trade,N,7500,2024
County,Ventura County,1990,March,03/1/1990,32000000,Non-durable Goods,N,6400,2024
County,Ventura County,1990,March,03/1/1990,15000000,"     Mining, Logging and Construction",N,19700,2024
County,Ventura County,1990,March,03/1/1990,8000000,Private Service Providing,N,132200,2024
County,Ventura County,1990,March,03/1/1990,20238000,Specialty Trade Contractors,N,10600,2024
County,Ventura County,1990,March,03/1/1990,32325000,Chemical Manufacturing,N,600,2024
County,Ventura County,1990,March,03/1/1990,20000000,Construction,N,17700,2024
County,Ventura County,1990,March,03/1/1990,31334000,          Computer and Electronic Product Manufacturing,N,9100,2024
County,Ventura County,1990,March,03/1/1990,31000000,Durable Goods,N,27000,2024
County,Ventura County,1990,March,03/1/1990,30000000,Manufacturing,N,33400,2024
County,Ventura County,1990,March,03/1/1990,10000000,      Mining and Logging,N,2000,2024
County,Ventura County,1990,March,03/1/1990,0,Total Nonfarm,Y,230100,2024
County,Ventura County,1990,March,03/1/1990,5000000,Total Private,N,185300,2024
County,Ventura County,1990,March,03/1/1990,0,Total Nonfarm,N,229600,2024
County,Ventura County,1990,March,03/1/1990,60560000,Administrative and Support and Waste and Remediation Services,N,12600,2024
County,Ventura County,1990,March,03/1/1990,1000000,"Total, All Industries",N,248300,2024
County,Ventura County,1990,March,03/1/1990,65000000,      Private Education and Health Services,N,17600,2024
County,Ventura County,1990,March,03/1/1990,60561300,Employment Services,N,4900,2024
County,Ventura County,1990,March,03/1/1990,60550000,Management of Companies and Enterprises,N,2700,2024
County,Ventura County,1990,March,03/1/1990,11000000,Total Farm,N,18700,2024
County,Ventura County,1990,March,03/1/1990,90919110,Department of Defense,N,9400,2024
County,Ventura County,1990,March,03/1/1990,70000000,      Leisure and Hospitality,N,20300,2024
County,Ventura County,1990,March,03/1/1990,6000000,Goods Producing,N,53100,2024
County,Ventura County,1990,March,03/1/1990,90912991,          Federal Government excluding Department of Defense,N,2800,2024
County,Ventura County,1990,March,03/1/1990,90000000,Government,N,44300,2024
County,Ventura County,1990,March,03/1/1990,70720000,        Accommodation and Food Services,N,17600,2024
County,Ventura County,1990,March,03/1/1990,90940000,Total State and Local Government,N,32100,2024
County,Ventura County,1990,March,03/1/1990,90910000,Federal Government,N,12200,2024
County,Ventura County,1990,March,03/1/1990,80000000,Other Services,N,7400,2024
County,Ventura County,1990,March,03/1/1990,60561000,          Administrative and Support Services,N,12100,2024
County,Ventura County,1990,March,03/1/1990,90939022,City Government,N,3600,2024
County,Ventura County,1990,March,03/1/1990,90930000,Local Government,N,28600,2024
County,Ventura County,1990,March,03/1/1990,90931611,Local Government Educational Services,N,16500,2024
County,Ventura County,1990,March,03/1/1990,90922000,State Government Excluding Education,N,3000,2024
County,Ventura County,1990,March,03/1/1990,90921611,State Government Educational Services,N,500,2024
County,Ventura County,1990,March,03/1/1990,90932994,Special Districts plus Tribes,N,1500,2024
County,Ventura County,1990,March,03/1/1990,90939012,County Government,N,7000,2024
County,Ventura County,1990,March,03/1/1990,90920000,State Government,N,3500,2024
County,Ventura County,1990,March,03/1/1990,42000000,Retail Trade,N,27900,2024
County,Ventura County,1990,March,03/1/1990,55520000,        Finance and Insurance,N,7900,2024
County,Ventura County,1990,March,03/1/1990,50000000,      Information,N,7700,2024
County,Ventura County,1990,March,03/1/1990,60540000,"        Professional, Scientific, and Technical Services",N,11100,2024
County,Ventura County,1990,March,03/1/1990,55530000,Real Estate and Rental and Leasing,N,4500,2024
County,Ventura County,1990,March,03/1/1990,60000000,      Professional and Business Services,N,26400,2024
County,Ventura County,1990,March,03/1/1990,55524000,          Insurance Carriers and Related Activities,N,3400,2024
County,Ventura County,1990,March,03/1/1990,43000000,"        Transportation, Warehousing, and Utilities",N,5000,2024
County,Ventura County,1990,March,03/1/1990,42445000,          Food and Beverage Retailers,N,5300,2024
County,Ventura County,1990,March,03/1/1990,42455000,General Merchandise Retailers,N,5100,2024
County,Ventura County,1990,March,03/1/1990,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4000,2024
County,Ventura County,1990,March,03/1/1990,55000000,      Financial Activities,N,12400,2024
County,Ventura County,1990,March,03/1/1990,43400089,          Transportation and Warehousing,N,3900,2024
County,Ventura County,1990,April,04/1/1990,7000000,Service-Providing,N,177700,2024
County,Ventura County,1990,April,04/1/1990,40000000,"Trade, Transportation, and Utilities",N,40000,2024
County,Ventura County,1990,April,04/1/1990,41000000,Wholesale Trade,N,7600,2024
County,Ventura County,1990,April,04/1/1990,15000000,"     Mining, Logging and Construction",N,18700,2024
County,Ventura County,1990,April,04/1/1990,32000000,Non-durable Goods,N,6600,2024
County,Ventura County,1990,April,04/1/1990,8000000,Private Service Providing,N,133200,2024
County,Ventura County,1990,April,04/1/1990,32325000,Chemical Manufacturing,N,600,2024
County,Ventura County,1990,April,04/1/1990,20238000,Specialty Trade Contractors,N,9900,2024
County,Ventura County,1990,April,04/1/1990,20000000,Construction,N,16700,2024
County,Ventura County,1990,April,04/1/1990,31000000,Durable Goods,N,27000,2024
County,Ventura County,1990,April,04/1/1990,31334000,          Computer and Electronic Product Manufacturing,N,8900,2024
County,Ventura County,1990,April,04/1/1990,10000000,      Mining and Logging,N,2000,2024
County,Ventura County,1990,April,04/1/1990,30000000,Manufacturing,N,33600,2024
County,Ventura County,1990,April,04/1/1990,0,Total Nonfarm,Y,230400,2024
County,Ventura County,1990,April,04/1/1990,5000000,Total Private,N,185500,2024
County,Ventura County,1990,April,04/1/1990,0,Total Nonfarm,N,230000,2024
County,Ventura County,1990,April,04/1/1990,60560000,Administrative and Support and Waste and Remediation Services,N,12800,2024
County,Ventura County,1990,April,04/1/1990,1000000,"Total, All Industries",N,252500,2024
County,Ventura County,1990,April,04/1/1990,11000000,Total Farm,N,22500,2024
County,Ventura County,1990,April,04/1/1990,60550000,Management of Companies and Enterprises,N,2800,2024
County,Ventura County,1990,April,04/1/1990,60561300,Employment Services,N,5100,2024
County,Ventura County,1990,April,04/1/1990,65000000,      Private Education and Health Services,N,18100,2024
County,Ventura County,1990,April,04/1/1990,90919110,Department of Defense,N,9400,2024
County,Ventura County,1990,April,04/1/1990,6000000,Goods Producing,N,52300,2024
County,Ventura County,1990,April,04/1/1990,70000000,      Leisure and Hospitality,N,20000,2024
County,Ventura County,1990,April,04/1/1990,90940000,Total State and Local Government,N,32000,2024
County,Ventura County,1990,April,04/1/1990,70720000,        Accommodation and Food Services,N,17300,2024
County,Ventura County,1990,April,04/1/1990,90000000,Government,N,44500,2024
County,Ventura County,1990,April,04/1/1990,90912991,          Federal Government excluding Department of Defense,N,3100,2024
County,Ventura County,1990,April,04/1/1990,90910000,Federal Government,N,12500,2024
County,Ventura County,1990,April,04/1/1990,80000000,Other Services,N,7300,2024
County,Ventura County,1990,April,04/1/1990,60561000,          Administrative and Support Services,N,12400,2024
County,Ventura County,1990,April,04/1/1990,90930000,Local Government,N,28400,2024
County,Ventura County,1990,April,04/1/1990,90939022,City Government,N,3600,2024
County,Ventura County,1990,April,04/1/1990,90931611,Local Government Educational Services,N,16400,2024
County,Ventura County,1990,April,04/1/1990,90922000,State Government Excluding Education,N,3100,2024
County,Ventura County,1990,April,04/1/1990,90921611,State Government Educational Services,N,500,2024
County,Ventura County,1990,April,04/1/1990,90932994,Special Districts plus Tribes,N,1500,2024
County,Ventura County,1990,April,04/1/1990,90920000,State Government,N,3600,2024
County,Ventura County,1990,April,04/1/1990,90939012,County Government,N,6900,2024
County,Ventura County,1990,April,04/1/1990,42000000,Retail Trade,N,27400,2024
County,Ventura County,1990,April,04/1/1990,55530000,Real Estate and Rental and Leasing,N,4700,2024
County,Ventura County,1990,April,04/1/1990,60540000,"        Professional, Scientific, and Technical Services",N,11500,2024
County,Ventura County,1990,April,04/1/1990,50000000,      Information,N,7900,2024
County,Ventura County,1990,April,04/1/1990,55520000,        Finance and Insurance,N,8100,2024
County,Ventura County,1990,April,04/1/1990,55524000,          Insurance Carriers and Related Activities,N,3600,2024
County,Ventura County,1990,April,04/1/1990,60000000,      Professional and Business Services,N,27100,2024
County,Ventura County,1990,April,04/1/1990,42445000,          Food and Beverage Retailers,N,5200,2024
County,Ventura County,1990,April,04/1/1990,43000000,"        Transportation, Warehousing, and Utilities",N,5000,2024
County,Ventura County,1990,April,04/1/1990,42455000,General Merchandise Retailers,N,5100,2024
County,Ventura County,1990,April,04/1/1990,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4100,2024
County,Ventura County,1990,April,04/1/1990,43400089,          Transportation and Warehousing,N,4000,2024
County,Ventura County,1990,April,04/1/1990,55000000,      Financial Activities,N,12800,2024
County,Ventura County,1990,May,05/1/1990,40000000,"Trade, Transportation, and Utilities",N,40800,2024
County,Ventura County,1990,May,05/1/1990,7000000,Service-Providing,N,180100,2024
County,Ventura County,1990,May,05/1/1990,41000000,Wholesale Trade,N,7900,2024
County,Ventura County,1990,May,05/1/1990,32000000,Non-durable Goods,N,7100,2024
County,Ventura County,1990,May,05/1/1990,15000000,"     Mining, Logging and Construction",N,18200,2024
County,Ventura County,1990,May,05/1/1990,8000000,Private Service Providing,N,134600,2024
County,Ventura County,1990,May,05/1/1990,20238000,Specialty Trade Contractors,N,10000,2024
County,Ventura County,1990,May,05/1/1990,32325000,Chemical Manufacturing,N,600,2024
County,Ventura County,1990,May,05/1/1990,20000000,Construction,N,16200,2024
County,Ventura County,1990,May,05/1/1990,31334000,          Computer and Electronic Product Manufacturing,N,8600,2024
County,Ventura County,1990,May,05/1/1990,31000000,Durable Goods,N,26700,2024
County,Ventura County,1990,May,05/1/1990,30000000,Manufacturing,N,33800,2024
County,Ventura County,1990,May,05/1/1990,10000000,      Mining and Logging,N,2000,2024
County,Ventura County,1990,May,05/1/1990,0,Total Nonfarm,Y,230900,2024
County,Ventura County,1990,May,05/1/1990,1000000,"Total, All Industries",N,254300,2024
County,Ventura County,1990,May,05/1/1990,65000000,      Private Education and Health Services,N,18200,2024
County,Ventura County,1990,May,05/1/1990,60561300,Employment Services,N,5200,2024
County,Ventura County,1990,May,05/1/1990,60550000,Management of Companies and Enterprises,N,2800,2024
County,Ventura County,1990,May,05/1/1990,11000000,Total Farm,N,22200,2024
County,Ventura County,1990,May,05/1/1990,5000000,Total Private,N,186600,2024
County,Ventura County,1990,May,05/1/1990,0,Total Nonfarm,N,232100,2024
County,Ventura County,1990,May,05/1/1990,60560000,Administrative and Support and Waste and Remediation Services,N,13100,2024
County,Ventura County,1990,May,05/1/1990,90919110,Department of Defense,N,9500,2024
County,Ventura County,1990,May,05/1/1990,70000000,      Leisure and Hospitality,N,20300,2024
County,Ventura County,1990,May,05/1/1990,6000000,Goods Producing,N,52000,2024
County,Ventura County,1990,May,05/1/1990,90912991,          Federal Government excluding Department of Defense,N,3600,2024
County,Ventura County,1990,May,05/1/1990,90000000,Government,N,45500,2024
County,Ventura County,1990,May,05/1/1990,70720000,        Accommodation and Food Services,N,17500,2024
County,Ventura County,1990,May,05/1/1990,90940000,Total State and Local Government,N,32400,2024
County,Ventura County,1990,May,05/1/1990,90910000,Federal Government,N,13100,2024
County,Ventura County,1990,May,05/1/1990,80000000,Other Services,N,7400,2024
County,Ventura County,1990,May,05/1/1990,60561000,          Administrative and Support Services,N,12600,2024
County,Ventura County,1990,May,05/1/1990,90939022,City Government,N,3700,2024
County,Ventura County,1990,May,05/1/1990,90930000,Local Government,N,28800,2024
County,Ventura County,1990,May,05/1/1990,90931611,Local Government Educational Services,N,16700,2024
County,Ventura County,1990,May,05/1/1990,90922000,State Government Excluding Education,N,3100,2024
County,Ventura County,1990,May,05/1/1990,90921611,State Government Educational Services,N,500,2024
County,Ventura County,1990,May,05/1/1990,90932994,Special Districts plus Tribes,N,1500,2024
County,Ventura County,1990,May,05/1/1990,90939012,County Government,N,6900,2024
County,Ventura County,1990,May,05/1/1990,90920000,State Government,N,3600,2024
County,Ventura County,1990,May,05/1/1990,42000000,Retail Trade,N,27700,2024
County,Ventura County,1990,May,05/1/1990,55520000,        Finance and Insurance,N,8200,2024
County,Ventura County,1990,May,05/1/1990,50000000,      Information,N,7800,2024
County,Ventura County,1990,May,05/1/1990,60540000,"        Professional, Scientific, and Technical Services",N,11300,2024
County,Ventura County,1990,May,05/1/1990,55530000,Real Estate and Rental and Leasing,N,4700,2024
County,Ventura County,1990,May,05/1/1990,60000000,      Professional and Business Services,N,27200,2024
County,Ventura County,1990,May,05/1/1990,55524000,          Insurance Carriers and Related Activities,N,3600,2024
County,Ventura County,1990,May,05/1/1990,43000000,"        Transportation, Warehousing, and Utilities",N,5200,2024
County,Ventura County,1990,May,05/1/1990,42445000,          Food and Beverage Retailers,N,5300,2024
County,Ventura County,1990,May,05/1/1990,42455000,General Merchandise Retailers,N,5200,2024
County,Ventura County,1990,May,05/1/1990,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4200,2024
County,Ventura County,1990,May,05/1/1990,55000000,      Financial Activities,N,12900,2024
County,Ventura County,1990,May,05/1/1990,43400089,          Transportation and Warehousing,N,4200,2024
County,Ventura County,1990,June,06/1/1990,7000000,Service-Providing,N,181100,2024
County,Ventura County,1990,June,06/1/1990,40000000,"Trade, Transportation, and Utilities",N,41100,2024
County,Ventura County,1990,June,06/1/1990,41000000,Wholesale Trade,N,8000,2024
County,Ventura County,1990,June,06/1/1990,15000000,"     Mining, Logging and Construction",N,18500,2024
County,Ventura County,1990,June,06/1/1990,32000000,Non-durable Goods,N,7100,2024
County,Ventura County,1990,June,06/1/1990,8000000,Private Service Providing,N,135600,2024
County,Ventura County,1990,June,06/1/1990,32325000,Chemical Manufacturing,N,600,2024
County,Ventura County,1990,June,06/1/1990,20238000,Specialty Trade Contractors,N,10200,2024
County,Ventura County,1990,June,06/1/1990,20000000,Construction,N,16500,2024
County,Ventura County,1990,June,06/1/1990,31000000,Durable Goods,N,26900,2024
County,Ventura County,1990,June,06/1/1990,31334000,          Computer and Electronic Product Manufacturing,N,8700,2024
County,Ventura County,1990,June,06/1/1990,10000000,      Mining and Logging,N,2000,2024
County,Ventura County,1990,June,06/1/1990,30000000,Manufacturing,N,34000,2024
County,Ventura County,1990,June,06/1/1990,0,Total Nonfarm,Y,231600,2024
County,Ventura County,1990,June,06/1/1990,1000000,"Total, All Industries",N,255600,2024
County,Ventura County,1990,June,06/1/1990,11000000,Total Farm,N,22000,2024
County,Ventura County,1990,June,06/1/1990,60550000,Management of Companies and Enterprises,N,2900,2024
County,Ventura County,1990,June,06/1/1990,60561300,Employment Services,N,5100,2024
County,Ventura County,1990,June,06/1/1990,65000000,      Private Education and Health Services,N,18400,2024
County,Ventura County,1990,June,06/1/1990,5000000,Total Private,N,188100,2024
County,Ventura County,1990,June,06/1/1990,0,Total Nonfarm,N,233600,2024
County,Ventura County,1990,June,06/1/1990,60560000,Administrative and Support and Waste and Remediation Services,N,12900,2024
County,Ventura County,1990,June,06/1/1990,90919110,Department of Defense,N,9500,2024
County,Ventura County,1990,June,06/1/1990,6000000,Goods Producing,N,52500,2024
County,Ventura County,1990,June,06/1/1990,70000000,      Leisure and Hospitality,N,20900,2024
County,Ventura County,1990,June,06/1/1990,70720000,        Accommodation and Food Services,N,17900,2024
County,Ventura County,1990,June,06/1/1990,90000000,Government,N,45500,2024
County,Ventura County,1990,June,06/1/1990,90912991,          Federal Government excluding Department of Defense,N,3200,2024
County,Ventura County,1990,June,06/1/1990,90910000,Federal Government,N,12700,2024
County,Ventura County,1990,June,06/1/1990,80000000,Other Services,N,7500,2024
County,Ventura County,1990,June,06/1/1990,60561000,          Administrative and Support Services,N,12400,2024
County,Ventura County,1990,June,06/1/1990,90930000,Local Government,N,29200,2024
County,Ventura County,1990,June,06/1/1990,90939022,City Government,N,3700,2024
County,Ventura County,1990,June,06/1/1990,90931611,Local Government Educational Services,N,16800,2024
County,Ventura County,1990,June,06/1/1990,90922000,State Government Excluding Education,N,3100,2024
County,Ventura County,1990,June,06/1/1990,90921611,State Government Educational Services,N,500,2024
County,Ventura County,1990,June,06/1/1990,90940000,Total State and Local Government,N,32800,2024
County,Ventura County,1990,June,06/1/1990,90932994,Special Districts plus Tribes,N,1600,2024
County,Ventura County,1990,June,06/1/1990,90920000,State Government,N,3600,2024
County,Ventura County,1990,June,06/1/1990,90939012,County Government,N,7100,2024
County,Ventura County,1990,June,06/1/1990,42000000,Retail Trade,N,27900,2024
County,Ventura County,1990,June,06/1/1990,55530000,Real Estate and Rental and Leasing,N,4300,2024
County,Ventura County,1990,June,06/1/1990,60540000,"        Professional, Scientific, and Technical Services",N,11300,2024
County,Ventura County,1990,June,06/1/1990,50000000,      Information,N,8000,2024
County,Ventura County,1990,June,06/1/1990,55520000,        Finance and Insurance,N,8300,2024
County,Ventura County,1990,June,06/1/1990,42445000,          Food and Beverage Retailers,N,5300,2024
County,Ventura County,1990,June,06/1/1990,43000000,"        Transportation, Warehousing, and Utilities",N,5200,2024
County,Ventura County,1990,June,06/1/1990,42455000,General Merchandise Retailers,N,5200,2024
County,Ventura County,1990,June,06/1/1990,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4200,2024
County,Ventura County,1990,June,06/1/1990,43400089,          Transportation and Warehousing,N,4100,2024
County,Ventura County,1990,June,06/1/1990,55000000,      Financial Activities,N,12600,2024
County,Ventura County,1990,June,06/1/1990,55524000,          Insurance Carriers and Related Activities,N,3700,2024
County,Ventura County,1990,June,06/1/1990,60000000,      Professional and Business Services,N,27100,2024
County,Ventura County,1990,July,07/1/1990,40000000,"Trade, Transportation, and Utilities",N,41700,2024
County,Ventura County,1990,July,07/1/1990,7000000,Service-Providing,N,181900,2024
County,Ventura County,1990,July,07/1/1990,41000000,Wholesale Trade,N,8100,2024
County,Ventura County,1990,July,07/1/1990,32000000,Non-durable Goods,N,7600,2024
County,Ventura County,1990,July,07/1/1990,15000000,"     Mining, Logging and Construction",N,18100,2024
County,Ventura County,1990,July,07/1/1990,8000000,Private Service Providing,N,137200,2024
County,Ventura County,1990,July,07/1/1990,32325000,Chemical Manufacturing,N,600,2024
County,Ventura County,1990,July,07/1/1990,20238000,Specialty Trade Contractors,N,9800,2024
County,Ventura County,1990,July,07/1/1990,20000000,Construction,N,16100,2024
