"date","Appliances","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint","rv1","rv2"
2016-04-05 12:10:00,140,0,22.1,42.59,20.7,43.5,23.5,38.4666666666667,21.2,41.6266666666667,20.4633333333333,45.9966666666667,14.2266666666667,23.5933333333333,21.29,37.7,23.23,41.29,20.89,42.5666666666667,11.1333333333333,750.65,79.6666666666667,4.66666666666667,40,7.76666666666667,7.6410197885707,7.6410197885707
2016-03-23 14:50:00,90,0,21.6,38.59,19.6,40.93,22,38.1266666666667,20.89,37.7,19.6,44.73,10.53,42.9333333333333,19.73,34.79,22.1,40.29,19.6333333333333,38.23,8.63333333333333,755.866666666667,79,4.83333333333333,40,5.15,24.6199784218334,24.6199784218334
2016-04-27 03:40:00,50,0,20.89,35.4,17.79,38.59,22,35.9333333333333,19.73,33.4,19.1,46.4,2.62666666666667,52.7666666666667,19.7,29.7,22.2,40.5675,19.39,39.7,2.43333333333333,749.866666666667,88.6666666666667,4.33333333333333,30,0.766666666666667,40.5391907901503,40.5391907901503
2016-04-09 09:50:00,70,0,20.89,40.7,19.26,43.03,22.1,37.7666666666667,20.2,38.2,20,47.6214285714286,11.5633333333333,27.4666666666667,21.1,36.0985714285714,22.39,41.59,20.5,40.5266666666667,8.96666666666667,750.433333333333,72.3333333333333,3.83333333333333,38,4.21666666666667,38.4952560998499,38.4952560998499
2016-01-24 09:10:00,680,20,18.0333333333333,46.6633333333333,17.3233333333333,43.9333333333333,19.2933333333333,46.9,19.3,44.06,15.39,51.265,6.3,99.9,15.6,41.0961111111111,18,52.3816666666667,15.5,48.5,6.58333333333333,767.55,94.8333333333333,5.16666666666667,40,5.76666666666667,28.5322006558999,28.5322006558999
2016-05-14 13:30:00,120,0,25.2,36.1633333333333,24.8614285714286,33.1685714285714,24.89,34.7,25.1,34.29,23.89,43.754,13.2666666666667,1,24.5,30.0233333333333,26.2371428571429,35.5542857142857,23.1,31.9942857142857,11.15,757.4,53,6.5,28.5,1.8,21.4761873125099,21.4761873125099
2016-01-19 13:20:00,30,0,19,39.9,17.8566666666667,40.4666666666667,19.0666666666667,39.79,18.2,37.3266666666667,16.6,55.9166666666667,-1.37555555555556,91.5761111111111,18.1,32.3938888888889,19.29,40.845,16.79,38.1633333333333,-0.0666666666666667,757.5,65.3333333333333,1,22,-5.83333333333333,43.1800326914527,43.1800326914527
2016-01-27 06:30:00,40,0,20.1,44.9,19.39,44.1725,19.7,44,19.0666666666667,46.4666666666667,17.6111111111111,56.4333333333333,10.2633333333333,85.73,18.2,47.3022222222222,17.79,49.59,17.23,49.59,10.3,757.35,80.5,10,34.5,7,2.23345319973305,2.23345319973305
2016-03-27 23:10:00,80,0,22.0666666666667,38.26,19.6,41.2,23,38.2,20.39,39.5,20,47.09,8.1,49.1333333333333,21.39,36.79,23.8233333333333,39.1566666666667,20.23,40.8266666666667,8.23333333333333,749,76.8333333333333,6.33333333333333,40,4.38333333333333,1.66102088987827,1.66102088987827
2016-02-01 04:20:00,50,10,21.39,47.09,20.5,47.1633333333333,21.7,46.7,18.89,49.29,19.6,52.2,10.89,99.9,19,51.01,21.1222222222222,58.3105555555556,17.6,52.79,10.8333333333333,758.2,93.3333333333333,6.66666666666667,62.3333333333333,9.76666666666667,41.741210850887,41.741210850887
2016-04-12 05:50:00,50,0,21.79,42.79,19.1,46.3266666666667,23.1333333333333,39.79,21.7,40.09,20.79,44.4542857142857,6.22666666666667,57,21.5,35.7,22.4214285714286,43.0057142857143,20.8233333333333,44.9,6.43333333333333,751.6,92.6666666666667,1,40,5.3,24.6517780935392,24.6517780935392
2016-05-01 12:40:00,90,0,21.3233333333333,38.9666666666667,23.3233333333333,33.1266666666667,22.39,35.2,20.89,35.53,19.34,42.7225,12.36,1,19.1,29.39,22.254,37.736,19.6,39.2,10.7666666666667,765.866666666667,60.6666666666667,5.66666666666667,40,3.26666666666667,25.3218482481316,25.3218482481316
2016-03-11 03:00:00,50,0,20.89,37.3266666666667,17.6,40.73,20.7,37.6633333333333,20.2,33.76,18,50.79,0.1,65.6233333333333,19.6,35.09,21.39,43.7,18.1666666666667,40.9,0.3,763.4,89,1,47,-1.3,38.2716954685748,38.2716954685748
2016-04-15 18:30:00,110,0,22.815,47.495,21.6,42.6333333333333,24.2,37.9666666666667,22.39,39.745,21.1,44.5666666666667,14.7933333333333,14.9933333333333,22,34.04,23.6,41.48,20.89,42.4333333333333,14.6166666666667,745.85,59.1666666666667,8.16666666666667,38,6.71666666666667,49.5160575024784,49.5160575024784
2016-02-22 23:40:00,40,20,21.7,43.5,20.29,44.23,21.5,42.3266666666667,21.6,43.59,19.5,54.64,5.33333333333333,87.8,19.29,42.79,21.79,49.2,18.5,44.6214285714286,4.63333333333333,753.8,94.3333333333333,2.33333333333333,50,3.73333333333333,23.8258402911015,23.8258402911015
2016-04-25 23:20:00,60,10,21.79,37.9333333333333,19.23,40.1266666666667,21.7,36.59,21.29,37.59,20,52.6933333333333,3.29,53.5,20.6,32.334,23.23,43.1566666666667,19.5,37.4,4.53333333333333,748.866666666667,93,4,50,3.5,25.4499986185692,25.4499986185692
2016-05-12 17:50:00,340,0,25.5333333333333,49.5933333333333,25.4685714285714,45.8814285714286,26.1714285714286,45.3371428571429,25.6,44.378,24.1333333333333,51.8266666666667,22.6633333333333,1.49333333333333,25.2,42.53,26.6333333333333,49.2,24.1428571428571,46.8057142857143,21.2,744.1,54.5,3.66666666666667,29,11.7333333333333,1.23230499448255,1.23230499448255
2016-01-13 03:20:00,20,0,19.1,44,18.3961111111111,43.7961111111111,19.89,45,18.7,44.2,17.2,52.29,5.69,84.76,18.0333333333333,44.755,18.71,54.545,17.1,49.59,5.46666666666667,750.4,89,8,24,3.76666666666667,28.1391467899084,28.1391467899084
2016-02-07 01:50:00,40,0,22.34,43.4,21.6,43,21.7,44.73,19.1,44.59,19.2,62.1722222222222,11.39,56.79,18.79,40.09,22.0888888888889,51.58,19.1,49.26,11.8166666666667,741.85,59,9.66666666666667,40,3.96666666666667,47.1425134805031,47.1425134805031
2016-03-24 18:10:00,160,0,21,38.8266666666667,19.23,40.23,21.6,37.2,20.6,36.9,19.29,45.1633333333333,9.6,33.6966666666667,19.9633333333333,34.3266666666667,22.5333333333333,40.8633333333333,19.29,37.245,8.43333333333333,756.216666666667,75.5,4,24.6666666666667,4.25,18.3332614717074,18.3332614717074
2016-04-27 00:10:00,60,0,21.5,36,18.7,37.8175,22.1,35.9,20,33.29,19.29,48.26,2.09,50.4666666666667,19.89,29.5,22.73,41.23,19.39,38.095,2.95,749.7,81.8333333333333,5.83333333333333,40,0.183333333333333,2.28275465779006,2.28275465779006
2016-04-22 23:00:00,60,0,22.73,39.23,20.7,39.23,25,36,22.5,35.29,21.1,64.595,9.89,21.5333333333333,21.6,32.2,23.84,43.7,20.39,38.1633333333333,10,756.9,73,5,29,5.4,25.7433934137225,25.7433934137225
2016-05-11 08:40:00,80,0,24.79,48.4,25.41,46.6842857142857,26.1,43.09,24.9685714285714,45.6942857142857,23.79,53.26,19.1428571428571,43.39,24.39,45.054,25.39,49.0266666666667,23.35,49.058,15.2,748.833333333333,90.3333333333333,2.66666666666667,34,13.5666666666667,5.47357547329739,5.47357547329739
2016-05-08 17:40:00,60,0,25.1,35.9333333333333,25.9633333333333,31.2233333333333,26.29,37.272,25,35.3633333333333,24.39,31.0966666666667,26.9283333333333,1,24.0571428571429,30.8428571428571,24.7257142857143,33.7957142857143,23.1,37.9,25.8333333333333,750.7,26.3333333333333,6,40,4.9,46.1055244784802,46.1055244784802
2016-02-26 14:00:00,60,0,20.89,38.9633333333333,19.29,39.39,21.6,37.7233333333333,19.79,35.4666666666667,18.175,45.70875,9.06666666666667,45.7266666666667,18.6,30.3671428571429,19.7,37.93,17.89,36.5666666666667,5.6,753.2,56,1,26,-2.6,13.9325873809867,13.9325873809867
2016-03-23 12:10:00,50,0,21.89,41.6566666666667,19.79,44.1566666666667,22.1,39.4633333333333,21.39,40.7966666666667,19.745,47.645,10,37.8333333333333,19.89,35.1266666666667,21.7,40.53,19.7,39.26,9.01666666666667,756.283333333333,74.6666666666667,4.16666666666667,40,4.73333333333333,14.3156820908189,14.3156820908189
2016-05-25 02:00:00,60,0,24,40.29,21.5666666666667,42.59,25.4633333333333,39.8633333333333,23.89,39.5,20.89,38.7,7.16,31.8966666666667,23.1,35.2,24.5,44.9,22.6,43.1266666666667,7.9,757.8,92,1,29,6.6,30.5169947212562,30.5169947212562
2016-04-14 10:50:00,70,20,21.5,41.8266666666667,22.1333333333333,40.4,22.8566666666667,38.4666666666667,23.3233333333333,40.59,20.39,44.5,15.1666666666667,38.1,20.7,36.29,22,41.5,20.7,41.09,10.4333333333333,754.65,79.1666666666667,2,31.3333333333333,6.85,28.7062546005473,28.7062546005473
2016-01-12 16:20:00,50,0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.6666666666667,51,6.52666666666667,73.76,18.39,38.027,18.7163636363636,45.81,17.2,43.6633333333333,6.36666666666667,744,79.6666666666667,5,36.3333333333333,3.1,34.1394039336592,34.1394039336592
2016-02-29 18:50:00,260,10,21.5,36.36,19.39,35.9266666666667,23.39,35.06,19.79,32.8333333333333,17.2,46.4,3.93333333333333,40.1,21.89,23.76,22.89,32.0666666666667,18.5,38.29,2.91666666666667,763.333333333333,72,3.16666666666667,30,-1.8,25.7863291073591,25.7863291073591
2016-04-18 11:50:00,70,0,21.8566666666667,38.1933333333333,23.8566666666667,32.56,22.39,36.29,23,34.9214285714286,20.2,42.5266666666667,13.63,5.16,20.7,28.998,21.7,36.5266666666667,20.8566666666667,38.43,10.35,761.9,52.6666666666667,3.83333333333333,38.1666666666667,0.85,11.3012303016149,11.3012303016149
2016-03-04 02:40:00,50,0,21.6,36.09,19.5714285714286,36.9428571428571,20.815,38.03375,19.6285714285714,35.29,18.6,52.5642857142857,3.6725,66.70875,18.9371428571429,31.6571428571429,21.2385714285714,44.6371428571429,18.5,40.4428571428571,4.26666666666667,745.333333333333,74.3333333333333,7,40,0,42.059542494826,42.059542494826
2016-04-05 21:10:00,70,10,23.0333333333333,41.9333333333333,20.6,44.79,24.7,38.23,21.39,41.5,21.29,49.9233333333333,8.56333333333333,38.2233333333333,21.79,34.09,23.6333333333333,37.4,20.7,38.79,9.43333333333333,753.3,77.3333333333333,3,40,5.61666666666667,3.50653675850481,3.50653675850481
2016-04-08 16:00:00,300,0,21.5,42.95,20.6,42,23.095,41.5225,20.79,38.045,20,49.916,12.29,16.045,21.39,33.4,23.39,39.2675,20.6,41.1175,11.8,753.6,52,3,40,2.2,19.4449092494324,19.4449092494324
2016-04-07 22:50:00,50,0,21.79,38.5,19.5,40.4333333333333,22.5,37.9,21,37.9,20.1,47.23,7,39.7933333333333,21.3233333333333,34.8633333333333,22.3566666666667,37.3266666666667,20.6,40.1633333333333,6.96666666666667,754,75,4,40,2.86666666666667,49.7533348854631,49.7533348854631
2016-04-29 21:10:00,80,0,23.39,36.4,21.29,37.9,22.7,36.2,20.0333333333333,38.53,19.2,43.5,7.26333333333333,42.86,19.2,34.2,22.2,41.26,18.79,37.59,7.05,755.883333333333,88.3333333333333,3,40,5.2,34.0715151280165,34.0715151280165
2016-04-26 11:50:00,50,0,21,37,21.2,35.1266666666667,21.79,35.2,20.89,34.79,19.39,44.3266666666667,7.56333333333333,38.2666666666667,20.29,30.1,21.73,38.3633333333333,19.7,35.2,6.23333333333333,748,75.9166666666667,8.83333333333333,29.9166666666667,2.31666666666667,39.0938685741276,39.0938685741276
2016-03-21 03:40:00,50,0,21.7,37.4,18.65,41.245,22.1,36.9,19.79,36.73,19.39,45.59,3.9,66.3266666666667,19.29,32.23,23,44.73,19.6,40.59,4.7,761.1,95.3333333333333,1,49.3333333333333,4.03333333333333,3.23562467237934,3.23562467237934
2016-03-27 17:30:00,80,0,22.79,36.1266666666667,21.29,36.4666666666667,22.89,37.5,20.7,38.4,20.1666666666667,46.03,11.9933333333333,30.63,21.89,31.93,24.0333333333333,36.59,20.3233333333333,39.79,12.2,750.05,55.5,9.5,40,3.4,33.6261318880133,33.6261318880133
2016-02-10 02:30:00,70,0,21.84,41.845,21.1,40.5,22.6,43.2,19,41,19.24,50.8633333333333,3.09,92.3,19.89,40.9,22.6944444444444,47.9944444444444,19,45.2675,3.3,738.9,89,8,40,1.65,2.81204705825076,2.81204705825076
2016-01-28 07:30:00,40,0,18.79,46.5,18,46.5,19.6,45,17.79,47.2,17.29,53.1633333333333,5.22666666666667,96.19,17.3788888888889,43.71,17.39,50.005,16.79,47.79,5.7,762.5,89.5,2,29,4.1,30.7388349086978,30.7388349086978
2016-01-20 06:40:00,340,10,18.5,39.79,17.1,40.03,18.79,39.2,17.29,38.5,16.79,47.2233333333333,-3.545,89.9888888888889,16.9633333333333,33.075,19.05,45.09,16.29,42.29,-2.86666666666667,758.9,90,2.33333333333333,61,-4.33333333333333,1.82695584371686,1.82695584371686
2016-04-05 11:10:00,200,10,22.1,42.3266666666667,20.4266666666667,44.06,23.7,38.1633333333333,21.2,42.1266666666667,20.7,45.6233333333333,14.0666666666667,31.1233333333333,21.39,38.29,23,41.6266666666667,20.89,43.6266666666667,11.0166666666667,750.183333333333,83.3333333333333,3.33333333333333,30.8333333333333,8.21666666666667,47.428937733639,47.428937733639
2016-05-07 16:20:00,100,0,25.6333333333333,31.3566666666667,26.23,28.76,25.2,35.9,24.4266666666667,34.8266666666667,21.79,44.4333333333333,25.2771428571429,1,23.39,31.14,24.79,36.0225,22.29,37.7,25.3,751.566666666667,26.6666666666667,4,40,4.7,20.5568168312311,20.5568168312311
2016-05-16 05:20:00,50,0,22.79,39.56,20.29,42.018,24.79,37.5,23.1333333333333,37.06,22.79,42.59,8,51.7,23.23,33.4333333333333,24.89,40.7,22.79,42.46,7.23333333333333,760.666666666667,99.6666666666667,0.666666666666667,21.3333333333333,7.16666666666667,41.2340702489018,41.2340702489018
2016-02-14 04:40:00,50,0,20.79,40.09,19,41.59,21.39,40.79,18.79,41.2,18,51.9,3.09,92.4666666666667,19.2,38.9833333333333,21.39,47.755,18.2,45.3266666666667,2.56666666666667,734.333333333333,95.6666666666667,2,49.6666666666667,1.96666666666667,11.7721988586709,11.7721988586709
2016-04-06 14:00:00,110,20,21.9266666666667,41.03,20.7,41.79,23,38.7,21.5666666666667,40.73,20.6,45.5,13.1114285714286,22.1541666666667,21.047619047619,34.5233333333333,22.23,40.7666666666667,20.8566666666667,39.2233333333333,10.3,752.7,70,9,40,5,13.5410426766612,13.5410426766612
2016-05-08 05:50:00,60,0,24.2,39.79,22.5,41.09,25.76,39,24.1,38.1633333333333,22.29,49.79,14.04,29.874,23.83,41.536,24.5,44.6633333333333,22.6,45.678,13.7333333333333,751.383333333333,81.1666666666667,1,28.3333333333333,10.5333333333333,20.1062472304329,20.1062472304329
2016-02-22 21:20:00,110,20,21.79,43.56,20.4725,44.2675,21.6,42.4,21.4633333333333,43.1,20.456,83.374,5.69,88,19.5333333333333,41.03,22,46.4,18.5,44.2928571428571,5.23333333333333,753.3,97,1,50,4.8,22.9059442877769,22.9059442877769
2016-03-07 09:20:00,60,0,18.9266666666667,37.9,17.1,39.8266666666667,19.39,37.4,18.1,35.95,18.0333333333333,52.4266666666667,2.06,76.9333333333333,17.4633333333333,31.26,20.0333333333333,40.3,17.5333333333333,38.6566666666667,0.966666666666667,748,96.6666666666667,2,48.3333333333333,0.5,45.7195287104696,45.7195287104696
2016-05-16 13:10:00,330,0,23.0666666666667,37.9666666666667,22.625,36.83125,24.7,37.0128571428571,23.23,35.2666666666667,22.6,39.8057142857143,15.09,1,23.29,30.8566666666667,24.81,37.48,22.89,38.1633333333333,11.1333333333333,761.433333333333,62,1,40,4.06666666666667,3.22611560113728,3.22611560113728
2016-04-18 23:10:00,60,0,21.5333333333333,37.2,19.26,38.29,22.5,36.29,22.29,34.09,20.29,53.1933333333333,5.62333333333333,16.3333333333333,20.39,29.2,22.7,41.09,20.2,35.4633333333333,6.06666666666667,763.7,70.6666666666667,2,40,1.1,22.2215153858997,22.2215153858997
2016-01-17 15:10:00,80,0,21.7,33.96,20.08125,33.115,20.89,36.5,21.2,35.59,18.05,46.045,1.79,97.3,21.4670588235294,32.7529411764706,21.84,39.045,18.39,39.26,3.03333333333333,765.183333333333,59.1666666666667,1.83333333333333,40,-4.3,49.018239043653,49.018239043653
2016-05-15 20:00:00,100,0,23.6,37.56,21.8471428571429,38.3214285714286,24.29,36.4,24.1,35.7,23,38.7,9.56666666666667,34.3,23.5,31.3233333333333,25.7,37.2071428571429,22.7642857142857,35.1214285714286,10.1,760.9,79,4,40,6.5,29.8532452317886,29.8532452317886
2016-03-12 00:40:00,30,0,20.89,36.6633333333333,18.1,39.9333333333333,20.1,36.59,19.7,34.79,18.79,42.4,3.76,59.9633333333333,20,30.1,22.0333333333333,42.8666666666667,18.5,39.7,4.83333333333333,766.4,83,2.66666666666667,50,2.16666666666667,22.306837735232,22.306837735232
2016-03-25 10:50:00,40,0,21,40.5,18.5,44.2,21.6666666666667,38.1633333333333,19.7,39.3633333333333,19.29,48.1266666666667,8.22666666666667,74.53,20,37.5,21.39,42.09,19.39,41.2,7.41666666666667,753.95,95.1666666666667,4.16666666666667,63.6666666666667,6.73333333333333,45.3246412565932,45.3246412565932
2016-02-28 14:30:00,60,0,21.26,34.59,20,34.79,20.2,35.2,20.2,34.6266666666667,17.39,46.4,6.3,26.5666666666667,21.872,30.08,22.4975,35.9975,18.39,39.7,5.85,757.45,51.5,8.5,34,-3.5,13.086351682432,13.086351682432
2016-04-11 16:40:00,100,0,22.5,41.06,22.5333333333333,38.76,23.2,38.79,22.1,40.26,20.9371428571429,44.6371428571429,16.8233333333333,15.6666666666667,22,36.9,23.7,42.09,20.9266666666667,41.2,15.0333333333333,750.7,67,4.66666666666667,40,8.93333333333333,12.1105274069123,12.1105274069123
2016-02-05 07:00:00,50,0,21.29,45.4,20.5333333333333,44.9,22.3677777777778,45.055,20,46.4,18.71,64.3,9.1,98.59,18.5,42.58,20.8622222222222,55.1755555555556,18.6,50.73,8.7,763.6,99,4,30,8.5,0.322986266110092,0.322986266110092
2016-05-16 03:10:00,50,0,23,39.76,20.5,41.7,25.2,37.59,23.29,36.9,22.79,42.5,7.8,50.03,23.3233333333333,33.3633333333333,25.29,41.7333333333333,22.79,41.6528571428571,7.71666666666667,760.95,99,1,16.3333333333333,7.51666666666667,44.7288848692551,44.7288848692551
2016-03-26 02:40:00,50,0,22.39,37.59,18.7,42,23.29,37.5,20.4266666666667,40.03,19.6,47,1.13888888888889,66.3261111111111,20.8177777777778,37.1177777777778,22.7,43.7,19.79,41.76,4.13333333333333,758.6,86,3,27.3333333333333,1.93333333333333,34.7070933901705,34.7070933901705
2016-05-19 21:50:00,60,0,23.5,41.6266666666667,22.37,41.076,24.39,38.79,23.23,40.03,22.56,65.29,11.99,24.3,23.2,36.79,24.5333333333333,45.3266666666667,22.5,40.96,13.8333333333333,757.5,78.1666666666667,2.16666666666667,24,9.98333333333333,5.58421203168109,5.58421203168109
2016-05-14 14:10:00,110,0,25.2,32.2,24.5,30.274,24.9633333333333,34.53,24.89,31.392,23.79,42.12,14.1,1,24.5,28.5666666666667,26.2,34.79,23.2,31.3185714285714,12.1,757.45,48.6666666666667,7.16666666666667,30,1.41666666666667,35.4460267350078,35.4460267350078
2016-03-24 02:00:00,50,0,22,38.9,19.39,41.245,22.3566666666667,38.9,21.5,37.09,19.7,48.4,6.4,54.9666666666667,20.39,37.7,22.89,46.59,19.4633333333333,40.7233333333333,5.6,756.7,91,1,22,4.2,16.4959685062058,16.4959685062058
2016-04-27 21:10:00,70,10,22.2,34.53,19.8566666666667,36.4266666666667,21.7,34.1266666666667,20.2,35.1566666666667,20.46,85.46,1.72666666666667,47.09,19.5,28.8266666666667,22.79,38.4,19,33.1266666666667,3.63333333333333,754.45,85.8333333333333,1,40,1.5,7.77643239125609,7.77643239125609
2016-02-21 17:00:00,190,20,21.5,46.23,20.7,44.79,21.5,43.2,21.6,45.4,18.6,58.96,12.478,80.16,18.29,44.8266666666667,22.23,49.39,18.39,46.79,12.1,755,84,11,40,9.4,0.252478325273842,0.252478325273842
2016-05-02 09:50:00,50,0,21.6,36.5,24.8233333333333,31.26,22.5333333333333,34.9333333333333,22,35.4,19.5666666666667,44.3266666666667,15.59,1,19.434,29.6,21.79,38.5,19.79,38.356,10.6666666666667,764.15,60.3333333333333,1.83333333333333,29,3.18333333333333,42.6824770285748,42.6824770285748
2016-01-12 12:30:00,170,0,20.1,45.4,19.2,43.9,20,44.79,20,43.8266666666667,17.9633333333333,49.89,6.93333333333333,83.1,17.9725,39.875,18.6,47.3522222222222,17.1,44.8633333333333,7.25,743.5,80,7,34,4.05,5.15921178739518,5.15921178739518
2016-02-05 20:40:00,70,0,22.89,45.36,22.29,43.4666666666667,22.29,45.5,20.6,49.7266666666667,18.775,56.8055555555556,9.26333333333333,90.4966666666667,18.5333333333333,43.6022222222222,21.25,51.9738888888889,18.6,48.1633333333333,8.9,759.366666666667,90.6666666666667,6.33333333333333,23,7.46666666666667,22.3519814549945,22.3519814549945
2016-03-11 01:40:00,60,0,21.2,37.4333333333333,18.1333333333333,40.26,21.1,38,20.4266666666667,33.79,18.2,51.29,1.16666666666667,61.26,19.6,34.9,21.6,43.43,18.125,40.5,1.23333333333333,763.133333333333,86.6666666666667,1,55,-0.766666666666667,10.8009824063629,10.8009824063629
2016-03-03 05:30:00,60,0,20.5666666666667,37.59,18.7,38.6633333333333,21,38.9,19.3566666666667,36.79,18,48.9,3.56,81.7266666666667,18.39,33,20.7,46.23,18.29,41.9,4.15,742.55,87.5,5.5,40,2.25,17.580807232298,17.580807232298
2016-01-27,50,20,21.29,45.3633333333333,20.79,44.2,20.79,45.06,21.5,44.5,18,69.8916666666667,9.69,88.4333333333333,18.4938888888889,45.2288888888889,17.8677777777778,49.1755555555556,17.1,47.59,9.9,759.5,80,10,40,6.5,6.43288264982402,6.43288264982402
2016-05-06 15:00:00,80,0,24.5,34.9333333333333,25.39,30.89,24,35.4333333333333,24.0666666666667,34.9666666666667,20.1666666666667,45.4,23.796,1,23.6,32.356,23.5,37.3266666666667,21.5,38.9,22.3,753.1,39,4,40,7.7,28.1580989947543,28.1580989947543
2016-05-16 07:10:00,60,0,22.7,39.59,20.2,42.2,24.912,38.2,23.0666666666667,37.2,22.7,42.26,8.26333333333333,52.0266666666667,23.2,33.59,24.6,40.9,22.79,42.834,7.63333333333333,760.733333333333,98,1,54.3333333333333,7.3,47.3474065656774,47.3474065656774
2016-05-04 21:40:00,80,0,23.4266666666667,33.73,22,33.2233333333333,23.1,35.4,23.0333333333333,32.9333333333333,21.1,40.53,9.12666666666667,7.49666666666667,22.4214285714286,33.09,25,37.79,20.39,34.1333333333333,11.1666666666667,764.266666666667,56.6666666666667,3,40,2.83333333333333,29.4139532721601,29.4139532721601
2016-04-02 20:30:00,50,0,21.1,40.9,19.39,42.73,21.79,38.3266666666667,19.79,39.59,19.3233333333333,45.5,11.8,43.56,20.1,36.06,21.3233333333333,41.5,19.7,39.7,11.85,753.15,82,3,21,8.8,49.858157557901,49.858157557901
2016-05-03 01:30:00,30,0,22.29,39.59,20.39,41.43,23.2,37.745,22.4633333333333,39.06,19.89,49.76,10.9633333333333,49.83,21,40.812,23.2,46.5,19.89,41.536,11.35,760,91.5,5,40.5,10,26.2701652362011,26.2701652362011
2016-02-29 04:50:00,50,0,19.29,34.2,17.29,35.5,19.7,36.2,18.39,33.29,17.6,58.645,-0.166666666666667,67.69,19.89,34.7,20.7,42.29,18.1666666666667,41.03,0.0333333333333333,761.1,86.1666666666667,4.83333333333333,40,-2.1,44.2856102134101,44.2856102134101
2016-02-14 08:50:00,100,20,20.2,40.9,18.4633333333333,41.59,21.0666666666667,40.09,18.6,40.2266666666667,17.9022222222222,50.6672222222222,3,92.2266666666667,19,37.745,20.9205555555556,44.7572222222222,18.2,43.7966666666667,2.48333333333333,735.733333333333,97,1,35.5,2,38.2151376572438,38.2151376572438
2016-02-03 06:40:00,60,0,20.89,43.7,20.2,42.29,22,45.9833333333333,20.39,45.29,19.3733333333333,61.4,4.53,96.69,18.4205555555556,40.9277777777778,20.715,51.7,18.2,49.9,4.5,757.733333333333,90.3333333333333,3.33333333333333,40,3,2.79918857850134,2.79918857850134
